"Gallego, Marta",4,4,c,d,7,6,Biological sciences
"Toldrá, Fidel",6,5,d,d,7,6,Biological sciences
"Mora, Leticia",7,6,l,l,7,6,Biological sciences
"Selim, Mohamed S.",1,1,a,a,7,7,Physics & Chemistry
"El-Safty, Sherif A.",2,2,b,b,7,7,Physics & Chemistry
"El-Sockary, Maher A.",3,3,c,c,7,7,Physics & Chemistry
"Hashem, Ahmed I.",4,4,c,c,7,7,Physics & Chemistry
"El-Saeed, Ashraf M.",6,6,d,d,7,7,Physics & Chemistry
"Fatthallah, Nesreen A.",7,7,l,l,7,7,Physics & Chemistry
"Zhang, Chuanling",1,1,a,a,7,6,Medical sciences
"Yao, Tianzhuo",2,2,b,b,7,6,Medical sciences
"Zheng, Yongxiang",3,3,c,c,7,6,Medical sciences
"Li, Zhongjun",4,4,c,d,7,6,Medical sciences
"Zhang, Lihe",6,5,d,d,7,6,Medical sciences
"Zhou, Demin",7,6,l,l,7,6,Medical sciences
"Honsdorf, Nora",1,1,a,a,7,6,Biological sciences
"Mulvaney, Michael J.",2,2,b,b,7,6,Biological sciences
"Singh, Ravi P.",3,3,c,c,7,6,Biological sciences
"Ammar, Karim",4,4,c,d,7,6,Biological sciences
"Govaerts, Bram",6,5,d,d,7,6,Biological sciences
"Verhulst, Nele",7,6,l,l,7,6,Biological sciences
"Gómez-Villegas, Patricia",1,1,a,a,7,6,Biological sciences
"Guerrero, José Luis",2,2,b,b,7,6,Biological sciences
"Pérez-Rodriguez, Miguel",3,3,c,c,7,6,Biological sciences
"Bolívar, Juan Pedro",4,4,c,d,7,6,Biological sciences
"Vigara, Javier",6,5,d,d,7,6,Biological sciences
"Léon, Rosa",7,6,l,l,7,6,Biological sciences
"Nosova, A.A.",1,1,a,a,8,7,Geosciences
"Kopylova, M.G.",2,2,b,b,8,7,Geosciences
"Sazonova, L.V.",3,3,b,c,8,7,Geosciences
"Vozniak, A.A.",4,4,c,c,8,7,Geosciences
"Lebedeva, N.M.",6,5,d,d,8,7,Geosciences
"Volkova, G.D.",7,6,d,d,8,7,Geosciences
"Peresetskaya, E.V.",8,7,l,l,8,7,Geosciences
"Roqué Rosell, Josep",1,1,a,a,8,8,Geosciences
"Portillo Serra, Joaquim",2,2,b,b,8,8,Geosciences
"Aiglsperger, Thomas Hans",3,3,b,b,8,8,Geosciences
"Plana Ruiz, Sergi",4,4,c,c,8,8,Geosciences
"Mendoza Gonzalvez, Joan",6,6,d,d,8,8,Geosciences
"Trifonov, Trifon",7,7,d,d,8,8,Geosciences
"Proenza, Joaquin Antonio",8,8,l,l,8,8,Geosciences
"Mckay, Heather S.",1,1,a,a,8,9,Medical sciences
"Bream, Jay H.",2,2,b,b,8,9,Medical sciences
"Margolick, Joseph B.",3,3,b,b,8,9,Medical sciences
"Martínez-Maza, Otoniel",4,4,c,c,8,9,Medical sciences
"Phair, John P.",5,6,c,d,8,9,Medical sciences
"Rinaldo, Charles R.",6,7,d,d,8,9,Medical sciences
"Abraham, Alison G.",7,8,d,d,8,9,Medical sciences
"Jacobson, Lisa P.",8,9,l,l,8,9,Medical sciences
"Nikitin, N.A.",1,1,a,a,8,9,Computer & Mathematical sciences
"Zenin, V.A.",2,2,b,b,8,9,Computer & Mathematical sciences
"Trifonova, E.A.",3,3,b,b,8,9,Computer & Mathematical sciences
"Ryabchevskaya, E.M.",4,4,c,c,8,9,Computer & Mathematical sciences
"Kondakova, O.A.",5,6,c,d,8,9,Computer & Mathematical sciences
"Fedorov, A.N.",6,7,d,d,8,9,Computer & Mathematical sciences
"Atabekov, J.G.",7,8,d,d,8,9,Computer & Mathematical sciences
"Karpova, O.V.",8,9,l,l,8,9,Computer & Mathematical sciences
"Stefano, Luiz H.S.",1,1,a,a,10,9,Medical sciences
"Favoretto, Diandra B.",2,2,b,b,10,9,Medical sciences
"Nascimento, Diego C.",3,3,b,b,10,9,Medical sciences
"Santos, Luan R.A.",4,4,c,c,10,9,Medical sciences
"Bikson, Marom",6,5,c,c,10,9,Medical sciences
"Leite, Joao P.",7,6,d,d,10,9,Medical sciences
"Pontes-Neto, Octavio M.",8,7,d,d,10,9,Medical sciences
"Edwards, Dylan J.",9,8,d,d,10,9,Medical sciences
"Edwards, Taiza G.S.",10,9,l,l,10,9,Medical sciences
"Hirsch, Mauro Mozael",1,1,a,a,11,11,Medical sciences
"Deckmann, Iohanna",2,2,b,b,11,11,Medical sciences
"Fontes-Dutra, Mellanie",3,3,b,b,11,11,Medical sciences
"Bauer-Negrini, Guilherme",4,4,b,b,11,11,Medical sciences
"Nunes, Walquiria",6,6,c,c,11,11,Medical sciences
"Rabelo, Bruna",7,7,c,c,11,11,Medical sciences
"Riesgo, Rudimar",8,8,d,d,11,11,Medical sciences
"Bambini-Junior, Victorio",9,9,d,d,11,11,Medical sciences
"Gottfried, Carmem",10,10,d,d,11,11,Medical sciences
"Margis, Rogerio",11,11,l,l,11,11,Medical sciences
"Panafidin, M.A.",1,1,a,a,12,12,Engineering
"Bukhtiyarov, A.V.",2,2,b,b,12,12,Engineering
"Prosvirin, I.P.",3,3,b,b,12,12,Engineering
"Chetyrin, I.A.",4,4,b,b,12,12,Engineering
"Knop-Gericke, A.",6,5,c,c,12,12,Engineering
"Smirnova, N.S.",7,7,c,c,12,12,Engineering
"Markov, P.V.",8,8,d,d,12,12,Engineering
"Zubavichus, Y.V.",9,9,d,d,12,12,Engineering
"Stakheev, A.Yu.",10,10,d,d,12,12,Engineering
"Bukhtiyarov, V.I.",11,11,d,d,12,12,Engineering
"Mashkovsky, I.S.",12,12,l,l,12,12,Engineering
"Matos, Cristina P.",1,1,a,a,16,16,Biological sciences
"Adiguzel, Zelal",2,2,b,b,16,16,Biological sciences
"Yildizhan, Yasemin",3,3,b,b,16,16,Biological sciences
"Cevatemre, Buse",4,4,b,b,16,16,Biological sciences
"Cevik, Ozge",6,6,c,c,16,16,Biological sciences
"Nunes, Patrique",7,7,c,c,16,16,Biological sciences
"Ferreira, Liliana P.",8,8,c,c,16,16,Biological sciences
"Campos, Débora L.",9,9,c,c,16,16,Biological sciences
"Pavan, Fernando R.",10,10,c,c,16,16,Biological sciences
"Pessoa, João Costa",11,11,d,d,16,16,Biological sciences
"Garcia, Maria Helena",12,12,d,d,16,16,Biological sciences
"Tomaz, Ana Isabel",13,13,d,d,16,16,Biological sciences
"Correia, Isabel",14,14,d,d,16,16,Biological sciences
"Acilan, Ceyda",15,15,d,d,16,16,Biological sciences
"Carvalho, Maria Deus",16,16,l,l,16,16,Biological sciences
"Breite, C.",1,1,a,a,25,25,Engineering
"Melnikov, A.",2,2,b,b,25,25,Engineering
"Turon, A.",3,3,b,b,25,25,Engineering
"De Morais, A.B.",4,4,b,b,25,25,Engineering
"Maire, E.",6,6,b,b,25,25,Engineering
"Schöberl, E.",7,7,b,b,25,25,Engineering
"Otero, F.",8,8,b,b,25,25,Engineering
"Sinclair, I.",9,9,c,c,25,25,Engineering
"Costa, J.",10,10,c,c,25,25,Engineering
"Mayugo, J.A.",11,2,c,b,25,25,Engineering
"Guerrero, J.M.",12,12,c,c,25,25,Engineering
"Gorbatikh, L.",13,13,c,c,25,25,Engineering
"Mccartney, L.N.",14,14,c,c,25,25,Engineering
"Hajikazemi, M.",15,15,c,c,25,25,Engineering
"Mehdikhani, M.",16,16,c,c,25,25,Engineering
"Mavrogordato, M.N.",17,16,d,c,25,25,Engineering
"Camanho, P.P.",18,18,d,d,25,25,Engineering
"Tavares, R.",19,19,d,d,25,25,Engineering
"Spearing, S.M.",20,20,d,d,25,25,Engineering
"Lomov, S.V.",21,21,d,d,25,25,Engineering
"Pimenta, S.",22,22,d,d,25,25,Engineering
"Van Paepegem, W.",23,23,d,d,25,25,Engineering
"Swolfs, Y.",24,24,d,d,25,25,Engineering
"Mesquita, F.",25,25,l,l,25,25,Engineering
"Xiong, Xiaoli",1,1,a,a,25,25,Medical sciences
"Chua, Gilbert T.",2,2,b,b,25,25,Medical sciences
"Chi, Shuiqing",3,3,b,b,25,25,Medical sciences
"Kwan, Mike Yat Wah",4,4,b,b,25,25,Medical sciences
"Zhou, Aifen",6,6,b,b,25,25,Medical sciences
"Shek, Chi Chiu",7,7,b,b,25,25,Medical sciences
"Tung, Keith T.S.",8,8,b,b,25,25,Medical sciences
"Wong, Rosa S.",9,9,c,c,25,25,Medical sciences
"Li, Xue",10,10,c,c,25,25,Medical sciences
"Chen, Peng",11,11,c,c,25,25,Medical sciences
"Li, Shuai",12,12,c,c,25,25,Medical sciences
"Chui, Celine S.",13,13,c,c,25,25,Medical sciences
"Tso, Winnie W.Y.",14,14,c,c,25,25,Medical sciences
"Ho, Marco H.K.",15,15,c,c,25,25,Medical sciences
"Wong, Ian C.K.",16,16,c,c,25,25,Medical sciences
"Chan, Godfrey C.F.",17,17,d,d,25,25,Medical sciences
"Lau, Yu Lung",18,18,d,d,25,25,Medical sciences
"Wong, Kenneth K.Y.",19,19,d,d,25,25,Medical sciences
"Chung, Patrick H.Y.",20,20,d,d,25,25,Medical sciences
"Li, Hui",21,21,d,d,25,25,Medical sciences
"Tam, Paul K.H.",22,22,d,d,25,25,Medical sciences
"Tang, Shao-Tao",23,23,d,d,25,25,Medical sciences
"Qin, Huan",25,25,l,l,25,25,Medical sciences
"Bede, Peter",1,1,a,a,11,12,Medical sciences
"Chipika, Rangariroyashe H.",2,2,b,b,11,12,Medical sciences
"Finegan, Eoin",3,3,b,b,11,12,Medical sciences
"Li Hi Shing, Stacey",4,4,b,b,11,12,Medical sciences
"Doherty, Mark A.",5,6,c,c,11,12,Medical sciences
"Hengeveld, Jennifer C.",6,7,c,c,11,12,Medical sciences
"Vajda, Alice",7,8,c,d,11,12,Medical sciences
"Hutchinson, Siobhan",8,12,d,l,11,12,Medical sciences
"Mclaughlin, Russell L.",9,10,d,d,11,12,Medical sciences
"Hardiman, Orla",10,11,d,d,11,12,Medical sciences
"Donaghy, Colette",11,9,l,d,11,12,Medical sciences
"Rysnik, Oliwia",1,1,a,a,10,8,Medical sciences
"Mchugh, Kirsty",2,2,b,b,10,8,Medical sciences
"Van Duivenvoorde, Leonie",3,3,b,b,10,8,Medical sciences
"Van Tok, Melissa",4,4,c,c,10,8,Medical sciences
"Taurog, Joel",6,5,c,c,10,8,Medical sciences
"Kollnberger, Simon",7,6,d,d,10,8,Medical sciences
"Bowness, Paul",9,8,d,l,10,8,Medical sciences
"Baeten, Dominique",10,7,l,d,10,8,Medical sciences
"Silva, Márcia B.",1,1,a,a,12,11,Medical sciences
"Amor, Ana L.M.",2,2,b,b,12,11,Medical sciences
"Santos, Leonardo N.",3,3,b,b,12,11,Medical sciences
"Galvão, Alana A.",4,4,b,b,12,11,Medical sciences
"Silva, Eduardo S.",6,6,c,c,12,11,Medical sciences
"Barbosa, Cynara Gomes",7,7,c,c,12,11,Medical sciences
"Figueiredo, Camila A.",9,11,d,l,12,11,Medical sciences
"Ribeiro, Rita De Cassia",10,9,d,d,12,11,Medical sciences
"Alcântara-Neves, Neuza Maria",11,10,d,d,12,11,Medical sciences
"Cooper, Philip J.",12,8,l,d,12,11,Medical sciences
"Faghani, Elham",1,1,a,a,8,8,Biological sciences
"Gharechahi, Javad",2,2,b,b,8,8,Biological sciences
"Komatsu, Setsuko",3,3,b,b,8,8,Biological sciences
"Mirzaei, Mehdi",4,4,c,c,8,8,Biological sciences
"Najafi, Farzaneh",6,6,d,d,8,8,Biological sciences
"Acosta-Dacal, Andrea",1,1,a,a,5,7,Physics & Chemistry
"Rial-Berriel, Cristian",2,2,b,b,5,7,Physics & Chemistry
"Díaz-Díaz, Ricardo",3,3,c,c,5,7,Physics & Chemistry
"Bernal-Suárez, María Del Mar",4,4,d,c,5,7,Physics & Chemistry
"Luzardo, Octavio P.",5,7,l,l,5,7,Physics & Chemistry
"Hoffmann, Samuel",1,1,a,a,5,7,Biological sciences
"Steiner, Laura",2,2,b,b,5,7,Biological sciences
"Schweiger, Andreas H.",3,3,c,c,5,7,Biological sciences
"Chiarucci, Alessandro",4,4,d,c,5,7,Biological sciences
"Beierkuhnlein, Carl",5,7,l,l,5,7,Biological sciences
"Blackburn, Chester",1,1,a,a,6,8,Engineering
"Tai, Hongyun",2,2,b,b,6,8,Engineering
"Salerno, Martina",3,3,c,b,6,8,Engineering
"Wang, Xi",4,4,d,c,6,8,Engineering
"Hartsuiker, Edgar",5,7,d,d,6,8,Engineering
"Wang, Wenxin",6,8,l,l,6,8,Engineering
"Broadley, James",1,1,a,a,7,7,Medical sciences
"Seneviratne, Udaya",2,2,b,b,7,7,Medical sciences
"Beech, Paul",3,3,c,c,7,7,Medical sciences
"Buzzard, Katherine",4,4,c,c,7,7,Medical sciences
"Lin, Xinghao",1,1,a,a,7,4,Engineering
"Zhao, Yanming",2,2,b,c,7,4,Engineering
"Dong, Youzhong",3,3,c,d,7,4,Engineering
"Kuang, Quan",4,4,c,l,7,4,Engineering
"Ludwig, Roman",1,1,a,a,9,9,Medical sciences
"Hoffmann, Jean-Marc",2,2,b,b,9,9,Medical sciences
"Pouymayou, Bertrand",3,3,b,b,9,9,Medical sciences
"Däppen, Martina Broglie",4,5,c,c,9,9,Medical sciences
"Morand, Grégoire",5,4,c,c,9,9,Medical sciences
"Guckenberger, Matthias",6,6,d,d,9,9,Medical sciences
"Grégoire, Vincent",7,7,d,d,9,9,Medical sciences
"Balermpas, Panagiotis",8,8,d,d,9,9,Medical sciences
"Unkelbach, Jan",9,9,l,l,9,9,Medical sciences
"Singh, Naveen K.",1,1,a,a,8,8,Physics & Chemistry
"Ray, Partha",2,2,b,b,8,8,Physics & Chemistry
"Carlin, Aaron F.",3,3,b,b,8,8,Physics & Chemistry
"Magallanes, Celestine",4,5,c,c,8,8,Physics & Chemistry
"Morgan, Sydney C.",5,4,c,c,8,8,Physics & Chemistry
"Laurent, Louise C.",6,6,d,d,8,8,Physics & Chemistry
"Aronoff-Spencer, Eliah S.",7,7,d,d,8,8,Physics & Chemistry
"Hall, Drew A.",8,8,l,l,8,8,Physics & Chemistry
"Ezdin, B.S.",1,1,a,a,7,7,Engineering
"Yatsenko, D.A.",2,2,b,b,7,7,Engineering
"Kalyada, V.V.",3,3,c,c,7,7,Engineering
"Ichshenko, A.B.",4,5,c,d,7,7,Engineering
"Zarvin, A.E.",5,4,d,c,7,7,Engineering
"Nikiforov, A.A.",6,6,d,d,7,7,Engineering
"Snytnikov, P.V.",7,7,l,l,7,7,Engineering
"Parrish, R. Ryley",1,1,a,a,5,5,Social sciences & Humanities
"Grady, John",2,2,b,b,5,5,Social sciences & Humanities
"Codadu, Neela K.",3,3,c,c,5,5,Social sciences & Humanities
"Trevelyan, Andrew J.",4,5,d,l,5,5,Social sciences & Humanities
"Racca, Claudia",5,4,l,d,5,5,Social sciences & Humanities
"Suárez, Santiago",1,1,a,a,5,5,Biological sciences
"Aphalo, Paula",2,2,b,b,5,5,Biological sciences
"Rinaldi, Gustavo",3,3,c,c,5,5,Biological sciences
"Añón, Maria Cristina",4,5,d,l,5,5,Biological sciences
"Quiroga, Alejandra",5,4,l,d,5,5,Biological sciences
"Jack, Andrew S.",1,1,a,a,5,5,Medical sciences
"Chapman, Jens R.",2,2,b,b,5,5,Medical sciences
"Mummaneni, Praveen V.",3,3,c,c,5,5,Medical sciences
"Jacques, Line G.",4,5,d,l,5,5,Medical sciences
"Gerard, Carter S.",5,4,l,d,5,5,Medical sciences
"Bellafronte, Natália Tomborelli",1,1,a,a,5,5,Medical sciences
"Diani, Luisa Maria",2,2,b,b,5,5,Medical sciences
"Vega-Piris, Lorena",3,3,c,c,5,5,Medical sciences
"Cuadrado, Guillermina Barril",4,5,d,l,5,5,Medical sciences
"Chiarello, Paula Garcia",5,4,l,d,5,5,Medical sciences
"Rodríguez, Ana",1,1,a,a,8,5,Biological sciences
"Peris, Josep E.",2,2,b,b,8,5,Biological sciences
"Redondo, Ana",3,1,b,a,8,5,Biological sciences
"Shimada, Takehiko",4,4,c,d,8,5,Biological sciences
"Peña, Leandro",8,5,l,l,8,5,Biological sciences
"Raja Gopal Reddy, Mooli",1,1,a,a,8,5,Biological sciences
"Pavan Kumar, Chodisetti",2,2,b,b,8,5,Biological sciences
"Mahesh, Malleswarapu",3,3,b,c,8,5,Biological sciences
"Sravan Kumar, Manchiryala",4,4,c,d,8,5,Biological sciences
"Jeyakumar, Shanmugam M.",8,5,l,l,8,5,Biological sciences
"Dadvar, Seyedehsan",1,1,a,a,3,4,Engineering
"Lee, Young-Jae",2,2,d,c,3,4,Engineering
"Shin, Hyeon-Shic",3,3,l,d,3,4,Engineering
"Hamdi, Sinan S.",1,1,a,a,3,4,Engineering
"Al-Kayiem, Hussain H.",2,2,d,c,3,4,Engineering
"Muhsan, Ali S.",3,3,l,d,3,4,Engineering
"Pricope, Narcisa G.",1,1,a,a,3,4,Geosciences
"Halls, Joanne N.",2,2,d,c,3,4,Geosciences
"Rosul, Lauren M.",3,3,l,d,3,4,Geosciences
"Mcgregor, Martine",1,1,a,a,4,4,Engineering
"Patel, Sagar",2,2,c,c,4,4,Engineering
"Mclachlin, Stewart",3,3,d,d,4,4,Engineering
"Muir, Jonathan A.",1,1,a,a,4,4,Social sciences & Humanities
"Cope, Michael R.",2,2,c,c,4,4,Social sciences & Humanities
"Angeningsih, Leslie R.",3,3,d,d,4,4,Social sciences & Humanities
"Walker, Angela",1,1,a,a,4,4,Biological sciences
"Olsen, Renee",2,2,c,c,4,4,Biological sciences
"Toth, Mindy",3,3,d,d,4,4,Biological sciences
"Mpoung, Léon Arnaud",1,1,a,a,4,5,Engineering
"Bidoung, Jean Calvin",2,2,c,b,4,5,Engineering
"Sontia Metekong, Jean Valdez",3,3,d,c,4,5,Engineering
"Sperstad, Iver Bakken",1,1,a,a,3,4,Engineering
"Solvang, Espen Hafstad",2,2,d,c,3,4,Engineering
"Jakobsen, Sigurd Hofsmo",3,3,l,d,3,4,Engineering
"Useche, Sergio A.",1,1,a,a,4,4,Social sciences & Humanities
"Alonso, Francisco",2,2,c,c,4,4,Social sciences & Humanities
"Montoro, Luis",3,3,d,d,4,4,Social sciences & Humanities
"Kasonga, Teddy Kabeya",1,1,a,a,4,4,Medical sciences
"Coetzee, Martie A.A.",2,2,c,c,4,4,Medical sciences
"Van Zijl, Catherina",3,3,d,d,4,4,Medical sciences
"Shan, Yao",1,1,a,a,4,3,Geosciences
"Wang, Wenfeng",2,2,c,d,4,3,Geosciences
"Qin, Yong",3,3,d,l,4,3,Geosciences
"Vidal-Solano, Jesús Roberto",1,1,a,a,4,4,Geosciences
"Gómez-Valencia, Alejandra Marisela",2,2,c,c,4,4,Geosciences
"Hinojo-Hinojo, Adriana",3,3,d,d,4,4,Geosciences
"Schwenk-Nebbe, Leon J.",1,1,a,a,4,3,Engineering
"Victoria, Marta",2,2,c,d,4,3,Engineering
"Andresen, Gorm B.",3,3,d,l,4,3,Engineering
"Yokoya, Shigeomi",1,1,a,a,3,4,Medical sciences
"Hino, Akihiko",2,2,d,c,3,4,Medical sciences
"Oka, Hideki",3,3,l,d,3,4,Medical sciences
"Liu, Yingying",1,1,a,a,4,3,Geosciences
"Blowes, David W.",2,2,c,d,4,3,Geosciences
"Ptacek, Carol J.",3,3,d,l,4,3,Geosciences
"Frichi, Youness",1,1,a,a,4,3,Social sciences & Humanities
"Jawab, Fouad",2,2,c,d,4,3,Social sciences & Humanities
"Aboueljinane, Lina",3,3,d,l,4,3,Social sciences & Humanities
"Teixeira, Catarina Patoilo",1,1,a,a,3,4,Biological sciences
"Fernandes, Cláudia Oliveira",2,2,d,c,3,4,Biological sciences
"Ahern, Jack",3,3,l,d,3,4,Biological sciences
"Schneikart, Gerald",1,1,a,a,10,8,Biological sciences
"Tavarini, Simona",2,2,b,b,10,8,Biological sciences
"Sammicheli, Chiara",3,3,b,b,10,8,Biological sciences
"Torricelli, Giulia",4,4,c,c,10,8,Biological sciences
"Talley, Samantha J.",1,1,a,a,9,6,Engineering
"Branch, Brittany",2,2,b,b,9,6,Engineering
"Welch, Cynthia F.",3,3,b,c,9,6,Engineering
"Park, Chi Hoon",4,4,c,d,9,6,Engineering
"Dattelbaum, Dana M.",8,5,d,d,9,6,Engineering
"Lee, Kwan-Soo",9,6,l,l,9,6,Engineering
"Antognelli, Cinzia",1,1,a,a,13,9,Biological sciences
"Trapani, Eliana",2,2,b,b,13,9,Biological sciences
"Delle Monache, Simona",3,3,b,b,13,9,Biological sciences
"Perrelli, Andrea",4,4,b,c,13,9,Biological sciences
"Cassoni, Paola",8,7,c,d,13,9,Biological sciences
"Talesa, Vincenzo Nicola",10,8,d,d,13,9,Biological sciences
"Retta, Saverio Francesco",12,9,d,l,13,9,Biological sciences
"Martín-Cano, Francisco E.",1,1,a,a,11,7,Biological sciences
"Gaitskell-Phillips, Gemma",2,2,b,b,11,7,Biological sciences
"Ortiz-Rodríguez, José M.",3,3,b,c,11,7,Biological sciences
"Silva-Rodríguez, Antonio",4,4,b,c,11,7,Biological sciences
"Ortega-Ferrusola, C.",9,6,d,d,11,7,Biological sciences
"Peña, Fernando J.",10,7,d,l,11,7,Biological sciences
"Ling, King-Hwa",1,1,a,a,15,19,Biological sciences
"Brautigan, Peter J.",2,2,b,b,15,19,Biological sciences
"Moore, Sarah",3,3,b,b,15,19,Biological sciences
"Fraser, Rachel",4,4,b,b,15,19,Biological sciences
"Cheah, Pike-See",5,19,b,l,15,19,Biological sciences
"Raison, Joy M.",6,9,c,c,15,19,Biological sciences
"Babic, Milena",7,10,c,c,15,19,Biological sciences
"Lee, Young Kyung",8,11,c,c,15,19,Biological sciences
"Mattiske, Deidre M.",9,13,c,d,15,19,Biological sciences
"Mann, Jeffrey R.",10,14,d,d,15,19,Biological sciences
"Adelson, David L.",11,15,d,d,15,19,Biological sciences
"Thomas, Paul Q.",12,16,d,d,15,19,Biological sciences
"Hahn, Christopher N.",13,17,d,d,15,19,Biological sciences
"Scott, Hamish S.",14,18,d,d,15,19,Biological sciences
"Daish, Tasman",15,12,l,c,15,19,Biological sciences
"Nishida, Daisuke",1,1,a,a,6,6,Biological sciences
"Mizuno, Katsuhiro",2,2,b,b,6,6,Biological sciences
"Yamada, Emi",3,3,c,c,6,6,Biological sciences
"Hanakawa, Takashi",4,5,d,d,6,6,Biological sciences
"Liu, Meigen",5,6,d,l,6,6,Biological sciences
"Tsuji, Tetsuya",6,4,l,d,6,6,Biological sciences
"Rodriguez Gamboa, Juan C.",1,1,a,a,5,4,Computer & Mathematical sciences
"Albarracin E, Eva Susana",2,2,b,c,5,4,Computer & Mathematical sciences
"Da Silva, Adenilton J.",3,3,c,d,5,4,Computer & Mathematical sciences
"E. Ferreira, Tiago A.",5,4,l,l,5,4,Computer & Mathematical sciences
"Wu, Huali",1,1,a,a,5,4,Physics & Chemistry
"Carotti, Francesco",2,2,b,c,5,4,Physics & Chemistry
"Gakhar, Ruchi",3,3,c,d,5,4,Physics & Chemistry
"Scarlat, Raluca O.",5,4,l,l,5,4,Physics & Chemistry
"Palme, M.",1,1,a,a,5,5,Engineering
"Inostroza, L.",2,2,b,b,5,5,Engineering
"Villacreses, G.",3,3,c,c,5,5,Engineering
"Carrasco, C.",5,5,l,l,5,5,Engineering
"Kehinde, M.O.",1,1,a,a,5,4,Biological sciences
"Shittu, A.M.",2,2,b,c,5,4,Biological sciences
"Adewuyi, S.A.",3,3,c,d,5,4,Biological sciences
"Adeyonu, A.G.",5,4,l,l,5,4,Biological sciences
"Kishida, Kyosuke",1,1,a,a,5,4,Engineering
"Nagai, Kaito",2,2,b,c,5,4,Engineering
"Matsumoto, Akihide",3,3,c,d,5,4,Engineering
"Inui, Haruyuki",5,4,l,l,5,4,Engineering
"Eid, Kamel",1,1,a,a,5,4,Physics & Chemistry
"Sliem, Mostafa H.",2,2,b,c,5,4,Physics & Chemistry
"Eldesoky, Amal S.",3,3,c,d,5,4,Physics & Chemistry
"Abdullah, Aboubakr M.",5,4,l,l,5,4,Physics & Chemistry
"Katzer, Jacek",1,1,a,a,5,4,Engineering
"Suchocki, Czesław",2,2,b,c,5,4,Engineering
"Błaszczak-Bąk, Wioleta",3,3,c,d,5,4,Engineering
"Damięcka-Suchocka, Marzena",5,4,l,l,5,4,Engineering
"Montalbán, Mercedes G.",1,1,a,a,5,5,Physics & Chemistry
"Collado-González, Mar",2,2,b,b,5,5,Physics & Chemistry
"Lozano-Pérez, A. Abel",3,3,c,c,5,5,Physics & Chemistry
"Víllora, Gloria",5,5,l,l,5,5,Physics & Chemistry
"Pantanowitz, Adam",1,1,a,a,5,4,Computer & Mathematical sciences
"Kim, Kimoon",2,2,b,c,5,4,Computer & Mathematical sciences
"Chewins, Chelsey",3,3,c,d,5,4,Computer & Mathematical sciences
"Rubin, David M.",5,4,l,l,5,4,Computer & Mathematical sciences
"Mccusker, Catherine D.",1,1,a,a,5,5,Biological sciences
"Diaz-Castillo, Carlos",2,2,b,b,5,5,Biological sciences
"Sosnik, Julian",3,3,c,c,5,5,Biological sciences
"Gardiner, David M.",5,5,l,l,5,5,Biological sciences
"Peterson, Victoria",1,1,a,a,4,5,Biological sciences
"Galván, Catalina",2,2,c,b,4,5,Biological sciences
"Hernández, Hugo",3,3,d,c,4,5,Biological sciences
"Spies, Ruben",4,5,l,l,4,5,Biological sciences
"Kindermann, Liana",1,1,a,a,4,5,Biological sciences
"Dobler, Magnus",2,2,c,b,4,5,Biological sciences
"Niedeggen, Daniela",3,3,d,c,4,5,Biological sciences
"Linstädter, Anja",4,5,l,l,4,5,Biological sciences
"Valentin-Silva, Adriano",1,1,a,a,4,5,Geosciences
"Alves, Vinícius Nunes",2,2,c,b,4,5,Geosciences
"Tunes, Priscila",3,3,d,c,4,5,Geosciences
"Guimarães, Elza",4,5,l,l,4,5,Geosciences
"Lazarev, Vladimir F.",1,1,a,a,6,5,Physics & Chemistry
"Dutysheva, Elizaveta A.",2,2,b,b,6,5,Physics & Chemistry
"Komarova, Elena Y.",3,3,c,c,6,5,Physics & Chemistry
"Guzhova, Irina V.",5,4,d,d,6,5,Physics & Chemistry
"Margulis, Boris A.",6,5,l,l,6,5,Physics & Chemistry
"Mockaitis, Gustavo",1,1,a,a,6,5,Biological sciences
"Bruant, Guillaume",2,2,b,b,6,5,Biological sciences
"Guiot, Serge R.",3,3,c,c,6,5,Biological sciences
"Foresti, Eugenio",5,4,d,d,6,5,Biological sciences
"Zaiat, Marcelo",6,5,l,l,6,5,Biological sciences
"Afroze, Shammya",1,1,a,a,6,6,Engineering
"Torino, Nico",2,2,b,b,6,6,Engineering
"Henry, Paul F.",3,3,c,c,6,6,Engineering
"Cheok, Quentin",5,5,d,d,6,6,Engineering
"Azad, Abul K.",6,6,l,l,6,6,Engineering
"Prell, Tino",1,1,a,a,6,5,Medical sciences
"Grosskreutz, Julian",2,2,b,b,6,5,Medical sciences
"Mendorf, Sarah",3,3,c,c,6,5,Medical sciences
"Witte, Otto W.",5,4,d,d,6,5,Medical sciences
"Kunze, Albrecht",6,5,l,l,6,5,Medical sciences
"De Oliveira Silva, Rafael",1,1,a,a,6,6,Biological sciences
"Cortes Gardyn, Oscar",2,2,b,b,6,6,Biological sciences
"Hiemstra, Sipke-Joost",3,3,c,c,6,6,Biological sciences
"Tixier-Boichard, Michèle",5,5,d,d,6,6,Biological sciences
"Moran, Dominic",6,6,l,l,6,6,Biological sciences
"Emodi, Nnaemeka Vincent",1,1,a,a,6,6,Social sciences & Humanities
"Haruna, Emmanuel Umoru",2,2,b,b,6,6,Social sciences & Humanities
"Abdu, Nizam",3,3,c,c,6,6,Social sciences & Humanities
"Dioha, Michael O.",5,5,d,d,6,6,Social sciences & Humanities
"Abraham-Dukuma, Magnus C.",6,6,l,l,6,6,Social sciences & Humanities
