Data Paper,Research Paper,Dauthors,Rauthors,Dnumber,Rnumber,Discipline,Subjects,RBO,Jaccard,LevenshteinDistance,LevenshteinRatio
10.1016/j.dib.2021.106920,S0025326X21001053,"['Bouchet, Vincent M.P.', 'Frontalini, Fabrizio', 'Francescangeli, Fabio', 'Sauriau, Pierre-Guy', 'Geslin, Emmanuelle', 'Martins, Maria Virginia Alves', 'Almogi-Labin, Ahuva', 'Avnaim-Katav, Simona', 'Cearreta, Alejandro', 'Coccioni, Rodolfo', 'Costelloe, Ashleigh', 'Dimiza, Margarita D.', 'Ferraro, Luciana', 'Haynert, Kristin', 'Martínez-Colón, Michael', 'Melis, Romana', 'Schweizer, Magali', 'Triantaphyllou, Maria V.', 'Tsujimoto, Akira', 'Wilson, Brent', 'Armynot Du Châtelet, Eric', 'Bella, Letizia Di']","['Bouchet, Vincent M.P.', 'Frontalini, Fabrizio', 'Francescangeli, Fabio', 'Sauriau, Pierre-Guy', 'Geslin, Emmanuelle', 'Martins, Maria Virginia Alves', 'Almogi-Labin, Ahuva', 'Avnaim-Katav, Simona', 'Cearreta, Alejandro', 'Coccioni, Rodolfo', 'Costelloe, Ashleigh', 'Dimiza, Margarita D.', 'Ferraro, Luciana', 'Haynert, Kristin', 'Martínez-Colón, Michael', 'Melis, Romana', 'Schweizer, Magali', 'Triantaphyllou, Maria V.', 'Tsujimoto, Akira', 'Wilson, Brent', 'Armynot Du Châtelet, Eric', 'Di Bella, Letizia']",22,22,Environmental Science,Geosciences,0.999999989,0.956521739,1,0.977777778
10.1016/j.dib.2018.01.109,S0167527317376830,"['Pastori, Daniele', 'Lip, Gregory Y.H.', 'Farcomeni, Alessio', 'Del Sole, Francesco', 'Sciacqua, Angela', 'Perticone, Francesco', 'Marcucci, Rossella', 'Grifoni, Elisa', 'Violi, Francesco', 'Saliola, Mirella', 'Casciaro, Marco Antonio', 'Menichelli, Danilo', 'Cribari, Francesco', 'Paladino, Alberto', 'Gingis, Rony', 'Novo, Marta', 'Cammisotto, Vittoria', 'Nocella, Cristina', 'Bartimoccia, Simona', 'Carnevale, Roberto', 'Stefano, Tiziana Di', 'Iannucci, Patrizia', 'Sabbatini, Elio', 'Anastasio, Luigi', 'Eliezer, Joseph Tassone', 'Pignatelli, Pasquale']","['Pastori, Daniele', 'Lip, Gregory Y.H.', 'Farcomeni, Alessio', 'Del Sole, Francesco', 'Sciacqua, Angela', 'Perticone, Francesco', 'Marcucci, Rossella', 'Grifoni, Elisa', 'Violi, Francesco', 'Saliola, Mirella', 'Casciaro, Marco Antonio', 'Menichelli, Danilo', 'Cribari, Francesco', 'Paladino, Alberto', 'Gingis, Rony', 'Novo, Marta', 'Cammisotto, Vittoria', 'Nocella, Cristina', 'Bartimoccia, Simona', 'Carnevale, Roberto', 'Di Stefano, Tiziana', 'Iannucci, Patrizia', 'Sabbatini, Elio', 'Anastasio, Luigi', 'Eliezer, Joseph Tassone', 'Pignatelli, Pasquale']",26,26,Medicine and Dentistry,Medical sciences,0.999999957,0.962962963,2,0.943396226
10.1016/j.dib.2019.104666,S0031018219301622,"['Lanci, Luca', 'Zanella, Elena', 'Jovane, Luigi', 'Galeotti, Simone', 'Alonso-García, Montserrat', 'Alvarez-Zarikian, Carlos A.', 'Bejugam, Nagender Nath', 'Betzler, Christian', 'Blättler, Clara L.', 'Eberli, Gregor P.', 'Guo, Junhua Adam', 'Haffen, Sébastien', 'Horozal, Senay', 'Inoue, Mayuri', 'Kroon, Dick', 'Laya, Juan Carlos', 'Hui Mee, Anna Ling', 'Lüdmann, Thomas', 'Nakakuni, Masatoshi', 'Niino, Kaoru', 'Petruny, Loren M.', 'Pratiwi, Santi D.', 'Reijmer, John J.G.', 'Reolid, Jesús', 'Slagle, Angela L.', 'Sloss, Craig R.', 'Su, Xiang', 'Swart, Peter K.', 'Wright, James D.', 'Yao, Zhengquan', 'Young, Jeremy R.', 'Bialik, Or M.']","['Lanci, Luca', 'Zanella, Elena', 'Jovane, Luigi', 'Galeotti, Simone', 'Alonso-García, Montserrat', 'Alvarez-Zarikian, Carlos A.', 'Bejugam, Nagender Nath', 'Betzler, Christian', 'Blättler, Clara L.', 'Eberli, Gregor P.', 'Guo, Junhua Adam', 'Haffen, Sébastien', 'Horozal, Senay', 'Inoue, Mayuri', 'Kroon, Dick', 'Laya, Juan Carlos', 'Mee, Anna Ling Hui', 'Lüdmann, Thomas', 'Nakakuni, Masatoshi', 'Niino, Kaoru', 'Petruny, Loren M.', 'Pratiwi, Santi D.', 'Reijmer, John J.G.', 'Reolid, Jesús', 'Slagle, Angela L.', 'Sloss, Craig R.', 'Su, Xiang', 'Swart, Peter K.', 'Wright, James D.', 'Yao, Zhengquan', 'Young, Jeremy R.', 'Bialik, Or M.']",32,32,Earth and Planetary Sciences,Geosciences,0.999999148,0.96969697,2,0.953846154
10.1016/j.dib.2017.11.034,S0021915017312352,"['Gitt, Anselm K.', 'Lautsch, Dominik', 'Ferrières, Jean', 'De Ferrari, Gaetano M.', 'Vyas, Ami', 'Baxter, Carl A.', 'Bash, Lori D.', 'Ashton, Veronica', 'Almahmeed, Wael', 'Chiang, Fu-Tien', 'Poh, Kian Keong', 'Brudi, Philippe', 'Ambegaonkar, Baishali', 'Horack, Martin']","['Gitt, Anselm K.', 'Lautsch, Dominik', 'Ferrières, Jean', 'De Ferrari, Gaetano M.', 'Vyas, Ami', 'Baxter, Carl A.', 'Bash, Lori D.', 'Ashton, Veronica', 'Almahmeed, Wael', 'Chiang, Fu-Tien', 'Poh, Kian Keong', 'Brudi, Philippe', 'Ambegaonkar, Baishali', 'Gitt, Anselm K.', 'Lautsch, Dominik', 'Ferrières, Jean', 'De Ferrari, Gaetano M.', 'Vyas, Ami', 'Baxter, Carl A.', 'Bash, Lori D.', 'Ashton, Veronica', 'Horack, Martin', 'Almahmeed, Wael', 'Chiang, Fu-Tien', 'Poh, Kian Keong', 'Brudi, Philippe', 'Ambegaonkar, Baishali', 'Horack, Martin']",14,28,Medicine and Dentistry,Medical sciences,0.999984554,1,14,0.666666667
10.1016/j.dib.2018.04.092,S0021915017312352,"['Gitt, Anselm K.', 'Lautsch, Dominik', 'Ferrières, Jean', 'De Ferrari, Gaetano M.', 'Vyas, Ami', 'Baxter, Carl A.', 'Bash, Lori D.', 'Ashton, Veronica', 'Almahmeed, Wael', 'Chiang, Fu-Tien', 'Poh, Kian Keong', 'Brudi, Philippe', 'Ambegaonkar, Baishali', 'Horack, Martin']","['Gitt, Anselm K.', 'Lautsch, Dominik', 'Ferrières, Jean', 'De Ferrari, Gaetano M.', 'Vyas, Ami', 'Baxter, Carl A.', 'Bash, Lori D.', 'Ashton, Veronica', 'Almahmeed, Wael', 'Chiang, Fu-Tien', 'Poh, Kian Keong', 'Brudi, Philippe', 'Ambegaonkar, Baishali', 'Gitt, Anselm K.', 'Lautsch, Dominik', 'Ferrières, Jean', 'De Ferrari, Gaetano M.', 'Vyas, Ami', 'Baxter, Carl A.', 'Bash, Lori D.', 'Ashton, Veronica', 'Horack, Martin', 'Almahmeed, Wael', 'Chiang, Fu-Tien', 'Poh, Kian Keong', 'Brudi, Philippe', 'Ambegaonkar, Baishali', 'Horack, Martin']",14,28,Medicine and Dentistry,Medical sciences,0.999984554,1,14,0.666666667
10.1016/j.dib.2022.107847,10.1016/j.jclepro.2021.128019,"['Bueno, Gorka', 'de Blas, Maite', 'Pérez-Iribarren, Estibaliz', 'Zuazo, Iñaki', 'Torre-Pascual, Eduardo', 'Erauskin, Artitzar', 'Etxano, Iker', 'Tamayo, Unai', 'García, María', 'Akizu-Gardoki, Ortzi', 'León, Iñigo', 'Marieta, Cristina', 'Saez de Cámara, Estibaliz', 'Zulueta, Gaizka', 'Barrio, Isaac']","['Bueno, G.', 'de Blas, M.', 'Pérez-Iribarren, E.', 'Zuazo, I.', 'Torre-Pascual, E.', 'Erauskin, A.', 'Etxano, I.', 'Tamayo, U.', 'García, M.', 'Akizu-Gardoki, O.', 'León, I.', 'Marieta, C.', 'Zulueta, G.', 'Barrio, I.']",15,14,Environmental Science,Geosciences,0.999984215,0.482758621,15,0.651162791
10.1016/j.dib.2015.11.063,S187439191530186X,"['Ramus, Claire', 'Hovasse, Agnès', 'Marcellin, Marlène', 'Hesse, Anne-Marie', 'Mouton-Barbosa, Emmanuelle', 'Bouyssié, David', 'Vaca, Sebastian', 'Carapito, Christine', 'Bruley, Christophe', 'Garin, Jérôme', 'Cianférani, Sarah', 'Ferro, Myriam', 'Dorssaeler, Alain Van', 'Burlet-Schiltz, Odile', 'Schaeffer, Christine', 'Couté, Yohann', 'Gonzalez De Peredo, Anne', 'Chaoui, Karima']","['Ramus, Claire', 'Hovasse, Agnès', 'Marcellin, Marlène', 'Hesse, Anne-Marie', 'Mouton-Barbosa, Emmanuelle', 'Bouyssié, David', 'Vaca, Sebastian', 'Carapito, Christine', 'Bruley, Christophe', 'Garin, Jérôme', 'Cianférani, Sarah', 'Ferro, Myriam', 'Van Dorssaeler, Alain', 'Burlet-Schiltz, Odile', 'Schaeffer, Christine', 'Couté, Yohann', 'Gonzalez De Peredo, Anne', 'Chaoui, Karima']",18,18,"Biochemistry, Genetics and Molecular Biology",Biological sciences,0.999982601,0.947368421,2,0.918918919
10.1016/j.dib.2021.107615,S0378112721005697,"['Donfack, Laura Somenguem', 'Röll, Alexander', 'Ellsäßer, Florian', 'Ehbrecht, Martin', 'Irawan, Bambang', 'Hölscher, Dirk', 'Knohl, Alexander', 'Kreft, Holger', 'Sundawati, Leti', 'Stiegler, Christian', 'Zemp, Clara Delphine', 'Siahaan, Eduard J.']","['Donfack, Laura Somenguem', 'Röll, Alexander', 'Ellsäßer, Florian', 'Ehbrecht, Martin', 'Irawan, Bambang', 'Hölscher, Dirk', 'Knohl, Alexander', 'Kreft, Holger', 'Sundawati, Leti', 'Stiegler, Christian', 'Zemp, Delphine Clara', 'Siahaan, Eduard J.']",12,12,Environmental Science,Geosciences,0.99993525,0.923076923,2,0.88
10.1016/j.dib.2015.04.022,S0142961215003725,"['Selvaraj, Vellaisamy', 'Nepal, Niraj', 'Rogers, Steven', 'Manne, Nandini D.P.K.', 'Arvapalli, Ravikumar', 'Rice, Kevin M.', 'Asano, Shinichi', 'Fankenhanel, Erin', 'Shokuhfar, Tolou', 'Maheshwari, Mani', 'Blough, Eric R.', 'Ma, J.Y.']","['Selvaraj, Vellaisamy', 'Nepal, Niraj', 'Rogers, Steven', 'Manne, Nandini D.P.K.', 'Arvapalli, Ravikumar', 'Rice, Kevin M.', 'Asano, Shinichi', 'Fankhanel, Erin', 'Shokuhfar, Tolou', 'Maheshwari, Mani', 'Blough, Eric R.', 'Selvaraj, Vellaisamy', 'Nepal, Niraj', 'Rogers, Steven', 'Manne, Nandini D.P.K.', 'Arvapalli, Ravikumar', 'Rice, Kevin M.', 'Asano, Shinichi', 'Fankhanel, Erin', 'Ma, Jane J.', 'Shokuhfar, Tolou', 'Maheshwari, Mani', 'Blough, Eric R.', 'Ma, Jane J.']",12,24,Immunology and Microbiology,Medical sciences,0.999929129,1,12,0.631578947
10.1016/j.dib.2015.04.023,S0142961215003725,"['Selvaraj, Vellaisamy', 'Nepal, Niraj', 'Rogers, Steven', 'Manne, Nandini D.P.K.', 'Arvapalli, Ravikumar', 'Rice, Kevin M.', 'Asano, Shinichi', 'Fankenhanel, Erin', 'Shokuhfar, Tolou', 'Maheshwari, Mani', 'Blough, Eric R.', 'Ma, J.Y.']","['Selvaraj, Vellaisamy', 'Nepal, Niraj', 'Rogers, Steven', 'Manne, Nandini D.P.K.', 'Arvapalli, Ravikumar', 'Rice, Kevin M.', 'Asano, Shinichi', 'Fankhanel, Erin', 'Shokuhfar, Tolou', 'Maheshwari, Mani', 'Blough, Eric R.', 'Selvaraj, Vellaisamy', 'Nepal, Niraj', 'Rogers, Steven', 'Manne, Nandini D.P.K.', 'Arvapalli, Ravikumar', 'Rice, Kevin M.', 'Asano, Shinichi', 'Fankhanel, Erin', 'Ma, Jane J.', 'Shokuhfar, Tolou', 'Maheshwari, Mani', 'Blough, Eric R.', 'Ma, Jane J.']",12,24,Materials Sciences,Engineering,0.999929129,1,12,0.631578947
10.1016/j.dib.2018.10.104,S2214750018302154,"['Dunnick, June K.', 'Pandiri, Arun R.', 'Merrick, B.A.', 'Kissling, Grace E.', 'Cunny, Helen', 'Mutlu, Esra', 'Waidyanatha, Suramya', 'Sills, Robert C.', 'Ton, Thai-Vu', 'Maynor, Timonthy', 'Rescio, Leslie', 'Phillips, Siuzanne L.', 'Devito, Michael J.', 'Brix, Amy', 'Hong, Hue-Hua. L.']","['Dunnick, J.K.', 'Pandiri, A.R.', 'Merrick, B.A.', 'Kissling, G.E.', 'Cunny, H.', 'Mutlu, E.', 'Waidyanatha, S.', 'Sills, R.', 'Ton, Tv.', 'Maynor, T.', 'Recio, L.', 'Phillips, S.L.', 'Devito, M.J.', 'Brix, A.', 'Hong, H.L.']",15,15,Mathematics,Computer & Mathematical sciences,0.999919479,0.517241379,16,0.636363636
10.1016/j.dib.2015.08.036,S1874391915300981,"['Xing, Xiaohua', 'Huang, Yao', 'Wang, Sen', 'Chi, Minhui', 'Zeng, Yongyi', 'Chen, Lihong', 'Li, Ling', 'Zeng, Jinhua', 'Han, Xiao', 'Liu, Jingfeng', 'Liu, Xiaolong', 'Lin, Minjie']","['Xing, Xiaohua', 'Huang, Yao', 'Wang, Sen', 'Chi, Minhui', 'Zeng, Yongyi', 'Chen, Lihong', 'Li, Ling', 'Zeng, Jinhua', 'Han, Xiao', 'Liu, Xiaolong', 'Liu, Jingfeng', 'Lin, Minjie']",12,12,"Biochemistry, Genetics and Molecular Biology",Biological sciences,0.99990232,1,2,0.916666667
10.1016/j.dib.2016.12.030,S0927024816304901,"['Huang, Haibing', 'Lv, Jun', 'Bao, Yameng', 'Xuan, Rongwei', 'Sun, Shenghua', 'Sneck, Sami', 'Li, Shuo', 'Modanese, Chiara', 'Wang, Aihua', 'Zhao, Jianhua', 'Savin, Hele']","['Huang, Haibing', 'Lv, Jun', 'Bao, Yameng', 'Xuan, Rongwei', 'Sun, Shenghua', 'Sneck, Sami', 'Li, Shuo', 'Modanese, Chiara', 'Wang, Aihua', 'Zhao, Jianhua', 'Huang, Haibing', 'Lv, Jun', 'Bao, Yameng', 'Xuan, Rongwei', 'Sun, Shenghua', 'Sneck, Sami', 'Li, Shuo', 'Modanese, Chiara', 'Savin, Hele', 'Wang, Aihua', 'Zhao, Jianhua', 'Savin, Hele']",11,22,Energy,Engineering,0.999847002,1,11,0.666666667
10.1016/j.dib.2016.12.031,S0927024816304901,"['Huang, Haibing', 'Lv, Jun', 'Bao, Yameng', 'Xuan, Rongwei', 'Sun, Shenghua', 'Sneck, Sami', 'Li, Shuo', 'Modanese, Chiara', 'Wang, Aihua', 'Zhao, Jianhua', 'Savin, Hele']","['Huang, Haibing', 'Lv, Jun', 'Bao, Yameng', 'Xuan, Rongwei', 'Sun, Shenghua', 'Sneck, Sami', 'Li, Shuo', 'Modanese, Chiara', 'Wang, Aihua', 'Zhao, Jianhua', 'Huang, Haibing', 'Lv, Jun', 'Bao, Yameng', 'Xuan, Rongwei', 'Sun, Shenghua', 'Sneck, Sami', 'Li, Shuo', 'Modanese, Chiara', 'Savin, Hele', 'Wang, Aihua', 'Zhao, Jianhua', 'Savin, Hele']",11,22,Energy,Engineering,0.999847002,1,11,0.666666667
10.1016/j.dib.2022.108015,10.1016/j.mcn.2021.103643,"['Vargas-Castro, Viridiana', 'Gomez-Diaz, Ricardo', 'Blanco-Alvarez, Victor M.', 'Tomas-Sanchez, Constantino', 'Gonzalez-Vazquez, Alejandro', 'Aguilar-Peralta, Ana Karina', 'Gonzalez-Barrios, Juan A.', 'Martinez-Fong, Daniel', 'Eguibar, Jose R.', 'Ugarte, Araceli', 'Soto-Rodriguez, Guadalupe', 'Brambila, Eduardo', 'Millán-Perez Peña, Lourdes', 'Leon-Chavez, Bertha Alicia']","['Vargas-Castro, Viridiana', 'Gomez-Diaz, Ricardo', 'Blanco-Alvarez, Victor M.', 'Tomas-Sanchez, Constantino', 'Gonzalez-Vazquez, Alejandro', 'Aguilar-Peralta, Ana Karina', 'Gonzalez-Barrios, Juan A.', 'Martinez-Fong, Daniel', 'Eguibar, Jose R.', 'Vivar, Carmen', 'Ugarte, Araceli', 'Soto-Rodriguez, Guadalupe', 'Brambila, Eduardo', 'Millán-Perez-Peña, Lourdes', 'Leon-Chavez, Bertha Alicia']",14,15,Biological Sciences,Biological sciences,0.99982182,0.9375,4,0.838709677
10.1016/j.dib.2018.11.131,S235200941830172X,"['Mansuy, Nicolas', 'Valeria, Osvaldo', 'Laamrani, Ahmed', 'Fenton, Nicole', 'Guindon, Luc', 'Bergeron, Yves', 'Beaudoin, André', 'Légaré, Sonia', 'Henneb, Mohammed']","['Mansuy, Nicolas', 'Valeria, Osvaldo', 'Laamrani, Ahmed', 'Fenton, Nicole', 'Guindon, Luc', 'Bergeron, Yves', 'Beaudoin, André', 'Légaré, Sonia']",9,8,Agricultural and Biological Sciences,Biological sciences,0.999782561,0.888888889,1,0.941176471
10.1016/j.dib.2019.104768,S0020138319305509,"['Bocci, Maria Grazia', 'Nardi, Giuseppe', 'Veronesi, Giovanni', 'Rondinelli, Maria Beatrice', 'Palma, Antonella', 'Fiore, Valentina', 'De Candia, Erica', 'Bianchi, Maria', 'Barelli, Roberta', 'Tersali, Alessandra', 'Dell’Anna, Antonio Maria', 'De Pascale, Gennaro', 'Cutuli, Salvatore Lucio', 'Mercurio, Giovanna', 'Caricato, Anselmo', 'Grieco, Domenico Luca', 'Antonelli, Massimo', 'Cingolani, Emiliano', 'Maresca, Maddalena']","['Bocci, Maria Grazia', 'Nardi, Giuseppe', 'Veronesi, Giovanni', 'Rondinelli, Maria Beatrice', 'Palma, Antonella', 'Fiore, Valentina', 'De Candia, Erica', 'Bianchi, Maria', 'Barelli, Roberta', 'Tersali, Alessandra', ""Dell'Anna, Antonio Maria"", 'De Pascale, Gennaro', 'Cutuli, Salvatore Lucio', 'Mercurio, Giovanna', 'Caricato, Anselmo', 'Grieco, Domenico Luca', 'Antonelli, Massimo', 'Cingolani, Emiliano', 'Maresca, Maddalena']",19,19,Medicine and Dentistry,Medical sciences,0.999700033,0.85,4,0.864864865
10.1016/j.dib.2016.06.040,S1874391916301294,"['Anagnostopoulos, Athanasios K.', 'Katsafadou, Angeliki I.', 'Pierros, Vasileios', 'Kontopodis, Evangelos', 'Fthenakis, George C.', 'Arsenos, George', 'Karkabounas, Spyridon Ch.', 'Tzora, Athina', 'Tsangaris, George Th.', 'Skoufos, Ioannis']","['Anagnostopoulos, Athanasios K.', 'Katsafadou, Angeliki I.', 'Pierros, Vasileios', 'Kontopodis, Evangelos', 'Fthenakis, George C.', 'Arsenos, George', 'Karkabounas, Spyridon Ch.', 'Tzora, Athina', 'Tsangaris, George Th.', 'Anagnostopoulos, Athanasios K.', 'Katsafadou, Angeliki I.', 'Pierros, Vasileios', 'Kontopodis, Evangelos', 'Fthenakis, George C.', 'Arsenos, George', 'Karkabounas, Spyridon Ch.', 'Tzora, Athina', 'Skoufos, Ioannis', 'Tsangaris, George Th.', 'Skoufos, Ioannis']",10,20,Proteomics and Biochemistry,Biological sciences,0.999667623,1,10,0.666666667
10.1016/j.dib.2016.06.038,S1874391916301294,"['Anagnostopoulos, Athanasios K.', 'Katsafadou, Angeliki I.', 'Pierros, Vasileios', 'Kontopodis, Evangelos', 'Fthenakis, George C.', 'Arsenos, George', 'Karkabounas, Spyridon Ch.', 'Tzora, Athina', 'Tsangaris, George Th.', 'Skoufos, Ioannis']","['Anagnostopoulos, Athanasios K.', 'Katsafadou, Angeliki I.', 'Pierros, Vasileios', 'Kontopodis, Evangelos', 'Fthenakis, George C.', 'Arsenos, George', 'Karkabounas, Spyridon Ch.', 'Tzora, Athina', 'Tsangaris, George Th.', 'Anagnostopoulos, Athanasios K.', 'Katsafadou, Angeliki I.', 'Pierros, Vasileios', 'Kontopodis, Evangelos', 'Fthenakis, George C.', 'Arsenos, George', 'Karkabounas, Spyridon Ch.', 'Tzora, Athina', 'Skoufos, Ioannis', 'Tsangaris, George Th.', 'Skoufos, Ioannis']",10,20,Agricultural and Biological Sciences,Biological sciences,0.999667623,1,10,0.666666667
10.1016/j.dib.2020.105694,S0167527320303843,"['Giordano, Mario', 'Santoro, Giuseppe', 'Agnoletti, Gabriella', 'Carminati, Mario', 'Donti, Andrea', 'Guccione, Paolo', 'Marasini, Maurizio', 'Milanesi, Ornella', 'Cheli, Martino', 'Formigari, Roberto', 'Gaio, Gianpiero', 'Giugno, Luca', 'Lunardini, Alessia', 'Pepino, Carlotta', 'Russo, Maria Giovanna', 'Spadoni, Isabella', 'Castaldi, Biagio']","['Giordano, Mario', 'Santoro, Giuseppe', 'Agnoletti, Gabriella', 'Carminati, Mario', 'Donti, Andrea', 'Guccione, Paolo', 'Marasini, Maurizio', 'Milanesi, Ornella', 'Castaldi, Biagio', 'Cheli, Martino', 'Formigari, Roberto', 'Gaio, Gianpiero', 'Giugno, Luca', 'Lunardini, Alessia', 'Pepino, Carlotta', 'Spadoni, Isabella', 'Russo, Maria Giovanna']",17,17,Medicine and Dentistry,Medical sciences,0.999603855,1,3,0.882352941
10.1016/j.dib.2021.107362,S0956713521005715,"['Mihalache, Octavian Augustin', 'Møretrø, Trond', 'Borda, Daniela', 'Dumitraşcu, Loredana', 'Neagu, Corina', 'Nguyen-The, Christophe', 'Maître, Isabelle', 'Didier, Pierrine', 'Junqueira, Luis Orlando Lopes', 'Truninger, Monica', 'Izsó, Tekla', 'Kasza, Gyula', 'Skuland, Silje Elisabeth', 'Langsrud, Solveig', 'Nicolau, Anca Ioana', 'Teixeira, Paula']","['Mihalache, Octavian Augustin', 'Møretrø, Trond', 'Borda, Daniela', 'Dumitraşcu, Loredana', 'Neagu, Corina', 'Nguyen-The, Christophe', 'Maître, Isabelle', 'Didier, Pierrine', 'Lopes Junqueira, Luis Orlando', 'Truninger, Monica', 'Izsó, Tekla', 'Kasza, Gyula', 'Skuland, Silje Elisabeth', 'Langsrud, Solveig', 'Nicolau, Anca Ioana', 'Teixeira, Paula']",16,16,Social Sciences,Social sciences & Humanities,0.999603852,0.941176471,2,0.909090909
10.1016/j.dib.2021.106728,S0040195120303929,"['Sahara, David P.', 'Nugraha, Andri D.', 'Muhari, Abdul', 'Rusdin, Andi Azhar', 'Rosalia, Shindy', 'Priyono, Awali', 'Zulfakriza, Z.', 'Widiyantoro, Sri', 'Lesmana, Aditya', 'Kusumawati, Dian', 'Ardianto, A.', 'Baskara, Aria Widhi', 'Halauwet, Yehezkiel', 'Shiddiqi, Hasbi Ash', 'Puspito, Nanang T.']","['Sahara, David P.', 'Nugraha, Andri D.', 'Muhari, Abdul', 'Rusdin, Andi Azhar', 'Rosalia, Shindy', 'Priyono, Awali', 'Zulfakriza, Z.', 'Widiyantoro, Sri', 'Rietbrock, Andreas', 'Lesmana, Aditya', 'Kusumawati, Dian', 'Ardianto, A.', 'Baskara, Aria Widhi', 'Halauwet, Yehezkiel', 'Shiddiqi, Hasbi Ash', 'Rafie, Muhammad Taufiq', 'Pradisti, Raisha', 'Mozef, Prima Widianto', 'Tuakia, M. Zain', 'Elly, Erfin', 'Puspito, Nanang T.']",15,21,Earth and Planetary Sciences,Geosciences,0.999599786,1,4,0.904761905
10.1016/j.dib.2015.02.004,S1874391915000263,"['Zhang, Yang', 'Guo, Zhengguang', 'Zou, Lili', 'Yang, Yehong', 'Zhang, Liwei', 'Ji, Nan', 'Shao, Chen', 'Wang, Yajie', 'Sun, Wei']","['Zhang, Yang', 'Guo, Zhengguang', 'Zou, Lili', 'Yang, Yehong', 'Zhang, Liwei', 'Ji, Nan', 'Shao, Chen', 'Sun, Wei', 'Wang, Yajie']",9,9,"Biochemistry, Genetics and Molecular Biology",Biological sciences,0.999510763,1,2,0.888888889
10.1016/j.dib.2016.03.053,S0965174816300200,"['Montandon, Carlos Emmanuel', 'Barros, Edvaldo', 'Vidigal, Pedro Marcus', 'Mendes, Maria Tays', 'Anhê, Ana Carolina Borella Marfil', 'De Oliveira Ramos, Humberto Josué', 'De Oliveira, Carlo José Freire', 'De Siqueira, Cláudio Lísias Mafra']","['Montandon, Carlos Emmanuel', 'Barros, Edvaldo', 'Vidigal, Pedro Marcus', 'Mendes, Maria Tays', 'Anhê, Ana Carolina Borella Marfil', 'De Oliveira Ramos, Humberto Josué', 'De Oliveira, Carlo José Freire', 'Mafra, Cláudio']",8,8,"Biochemistry, Genetics and Molecular Biology",Biological sciences,0.999509804,0.888888889,1,0.941176471
10.1016/j.dib.2015.09.029,S0041008X15300582,"['Luo, Lin', 'Chen, Yeru', 'Wu, Deqi', 'Shou, Jiafeng', 'Wang, Shengcun', 'Ye, Jie', 'Tang, Xiuwen', 'Jun Wang, Xiu']","['Luo, Lin', 'Chen, Yeru', 'Wu, Deqi', 'Shou, Jiafeng', 'Wang, Shengcun', 'Ye, Jie', 'Tang, Xiuwen', 'Wang, Xiu Jun']",8,8,"Pharmacology, Toxicology and Pharamceutical Science",Medical sciences,0.999509804,0.888888889,1,0.941176471
10.1016/j.dib.2018.11.125,S1470160X18308781,"['Khoury, Colin K.', 'Amariles, Daniel', 'Soto, Jonatan Stivens', 'Diaz, Maria Victoria', 'Sotelo, Steven', 'Sosa, Chrystian C.', 'Ramírez-Villegas, Julian', 'Achicanoy, Harold A.', 'León, Blanca', 'Wiersema, John H.', 'Castañeda-Álvarez, Nora P.']","['Khoury, Colin K.', 'Amariles, Daniel', 'Soto, Jonatan Stivens', 'Diaz, Maria Victoria', 'Sotelo, Steven', 'Sosa, Chrystian C.', 'Ramírez-Villegas, Julian', 'Achicanoy, Harold A.', 'Guarino, Luigi', 'León, Blanca', 'Navarro-Racines, Carlos', 'Castañeda-Álvarez, Nora P.', 'Dempewolf, Hannes', 'Wiersema, John H.', 'Jarvis, Andy', 'Velásquez-Tibatá, Jorge']",11,16,Environmental Science,Geosciences,0.999501698,1,5,0.8125
10.1016/j.dib.2022.108265,10.1016/j.jchemneu.2021.102056,"['Sfifou, Fatima', 'Ouzir, Mounir', 'Hakkou, El Mehdi', 'Obtel, Majdouline', 'Errihani, Hassan', 'Bouzidi, Abderrahmane Al', 'Abouqal, Redouane', 'Ouahabi, Abdessamad El', 'Cherradi, Nadia']","['Sfifou, Fatima', 'Ouzir, Mounir', 'Hakkou, El Mehdi', 'Obtel, Majdouline', 'Errihani, Hassan', 'Bouzidi, Abderrahmane Al', 'Abouqal, Redouane', 'El Ouahabi, Abdessamad', 'Cherradi, Nadia']",9,9,Health and Medical Sciences,Medical sciences,0.999293325,0.9,2,0.842105263
